textDisplay,likeCount,remove_user,cleaning,tokenized_Content
"so, you should ask your relative for money and not ask the cashier to make you a member card? and you lost that offer? hell nah",0.0,"so, you should ask your relative for money and not ask the cashier to make you a member card? and you lost that offer? hell nah",so you should ask your relative for money and not ask the cashier to make you a member card and you lost that offer hell nah,"['""so""', '"",""', '""you""', '""should""', '""ask""', '""your""', '""relative""', '""for""', '""money""', '""and""', '""not""', '""ask""', '""the""', '""cashier""', '""to""', '""make""', '""you""', '""a""', '""member""', '""card""', '""?""', '""and""', '""you""', '""lost""', '""that""', '""offer""', '""?""', '""hell""', '""nah""']"
sinema mutlak 🙌,0.0,sinema mutlak 🙌,sinema mutlak ,"['""sinema""', '""mutlak""', '""🙌""']"
Ajegile bagus bet animasinya ❤,0.0,Ajegile bagus bet animasinya ❤,Ajegile bagus bet animasinya ,"['""Ajegile""', '""bagus""', '""bet""', '""animasinya""', '""❤""']"
Ingfokan seiyuunyaa,0.0,Ingfokan seiyuunyaa,Ingfokan seiyuunyaa,"['""Ingfokan""', '""seiyuunyaa""']"
Kakek is the real MVP,0.0,Kakek is the real MVP,Kakek is the real MVP,"['""Kakek""', '""is""', '""the""', '""real""', '""MVP""']"
Kita mendapatkan anime dari BNI sebelum GTA VI 🗣️🔥,2.0,Kita mendapatkan anime dari BNI sebelum GTA VI 🗣️🔥,Kita mendapatkan anime dari BNI sebelum GTA VI ,"['""Kita""', '""mendapatkan""', '""anime""', '""dari""', '""BNI""', '""sebelum""', '""GTA""', '""VI""', '""🗣️🔥""']"
"Dari tiap dikereta aku selalu lihat iklan wondr desainnya aku suka, jadi kepikiran buat akunnya",0.0,"Dari tiap dikereta aku selalu lihat iklan wondr desainnya aku suka, jadi kepikiran buat akunnya",Dari tiap dikereta aku selalu lihat iklan wondr desainnya aku suka jadi kepikiran buat akunnya,"['""Dari""', '""tiap""', '""dikereta""', '""aku""', '""selalu""', '""lihat""', '""iklan""', '""wondr""', '""desainnya""', '""aku""', '""suka""', '"",""', '""jadi""', '""kepikiran""', '""buat""', '""akunnya""']"
"Loh nggak ada creditnya kah, pengen liat yang bikin njir",0.0,"Loh nggak ada creditnya kah, pengen liat yang bikin njir",Loh nggak ada creditnya kah pengen liat yang bikin njir,"['""Loh""', '""nggak""', '""ada""', '""creditnya""', '""kah""', '"",""', '""pengen""', '""liat""', '""yang""', '""bikin""', '""njir""']"
"<a href=""https://www.youtube.com/watch?v=GPR7sTZUBMI&amp;t=255"">4:15</a> yang lalu itu gila 🤧🙏🌹",20.0,"<a href=""https://www.youtube.com/watch?v=GPR7sTZUBMI&amp;t=255"">4:15</a> yang lalu itu gila 🤧🙏🌹", a href yang lalu itu gila ,"['""<""', '""a""', '""href=""', '""\'\'""', '""https""', '"":""', '""//www.youtube.com/watch""', '""?""', '""v=GPR7sTZUBMI""', '""&""', '""amp""', '"";""', '""t=255""', '""\'\'""', '"">""', '""4:15""', '""<""', '""/a""', '"">""', '""yang""', '""lalu""', '""itu""', '""gila""', '""🤧🙏🌹""']"
Absolute Cinema ✋🤚,0.0,Absolute Cinema ✋🤚,Absolute Cinema ,"['""Absolute""', '""Cinema""', '""✋🤚""']"
Keren banget animasi nya 🔥,1.0,Keren banget animasi nya 🔥,Keren banget animasi nya ,"['""Keren""', '""banget""', '""animasi""', '""nya""', '""🔥""']"
"Ohh pantes kok kayak ada lihat di Booth Comifuro hari ini, ternyata ini hasil karya nya 🔥🔥",0.0,"Ohh pantes kok kayak ada lihat di Booth Comifuro hari ini, ternyata ini hasil karya nya 🔥🔥",Ohh pantes kok kayak ada lihat di Booth Comifuro hari ini ternyata ini hasil karya nya ,"['""Ohh""', '""pantes""', '""kok""', '""kayak""', '""ada""', '""lihat""', '""di""', '""Booth""', '""Comifuro""', '""hari""', '""ini""', '"",""', '""ternyata""', '""ini""', '""hasil""', '""karya""', '""nya""', '""🔥🔥""']"
Jadi BNi itu ( bank nippon indonesia ),0.0,Jadi BNi itu ( bank nippon indonesia ),Jadi BNi itu bank nippon indonesia ,"['""Jadi""', '""BNi""', '""itu""', '""(""', '""bank""', '""nippon""', '""indonesia""', '"")""']"
"<b>Chat, what is BNI cooking because this is fire🗣️🗣️🔥🔥🔥</b>",0.0,"<b>Chat, what is BNI cooking because this is fire🗣️🗣️🔥🔥🔥</b>", b Chat what is BNI cooking because this is fire b ,"['""<""', '""b""', '"">""', '""Chat""', '"",""', '""what""', '""is""', '""BNI""', '""cooking""', '""because""', '""this""', '""is""', '""fire🗣️🗣️🔥🔥🔥""', '""<""', '""/b""', '"">""']"
Itu Anime!!!,0.0,Itu Anime!!!,Itu Anime ,"['""Itu""', '""Anime""', '""!""', '""!""', '""!""']"
Liat ini pas di ICC sekarang udh diupload kesini 😂😂,1.0,Liat ini pas di ICC sekarang udh diupload kesini 😂😂,Liat ini pas di ICC sekarang udh diupload kesini ,"['""Liat""', '""ini""', '""pas""', '""di""', '""ICC""', '""sekarang""', '""udh""', '""diupload""', '""kesini""', '""😂😂""']"
Fine. I&#39;ll switch to wondr app.,0.0,Fine. I&#39;ll switch to wondr app.,Fine Ill switch to wondr app ,"['""Fine""', '"".""', '""I""', '""&""', '""#""', '""39""', '"";""', '""ll""', '""switch""', '""to""', '""wondr""', '""app""', '"".""']"
"Apa ini dawg, Admin BNI sedang memasak 🔥🔥🔥🔥",0.0,"Apa ini dawg, Admin BNI sedang memasak 🔥🔥🔥🔥",Apa ini dawg Admin BNI sedang memasak ,"['""Apa""', '""ini""', '""dawg""', '"",""', '""Admin""', '""BNI""', '""sedang""', '""memasak""', '""🔥🔥🔥🔥""']"
Animasi bank BNI lebih berbobot daripada kampanye pejabat indo yang pakai Ai,0.0,Animasi bank BNI lebih berbobot daripada kampanye pejabat indo yang pakai Ai,Animasi bank BNI lebih berbobot daripada kampanye pejabat indo yang pakai Ai,"['""Animasi""', '""bank""', '""BNI""', '""lebih""', '""berbobot""', '""daripada""', '""kampanye""', '""pejabat""', '""indo""', '""yang""', '""pakai""', '""Ai""']"
kok jepang?,0.0,kok jepang?,kok jepang ,"['""kok""', '""jepang""', '""?""']"
Ketika anggaran dipakai dengan semaksimal mungkin bilek,0.0,Ketika anggaran dipakai dengan semaksimal mungkin bilek,Ketika anggaran dipakai dengan semaksimal mungkin bilek,"['""Ketika""', '""anggaran""', '""dipakai""', '""dengan""', '""semaksimal""', '""mungkin""', '""bilek""']"
next episode bisa kaliii hehehe,0.0,next episode bisa kaliii hehehe,next episode bisa kaliii hehehe,"['""next""', '""episode""', '""bisa""', '""kaliii""', '""hehehe""']"
huaaaaaa gokil BNI,0.0,huaaaaaa gokil BNI,huaaaaaa gokil BNI,"['""huaaaaaa""', '""gokil""', '""BNI""']"
Wkwk jadi keinget nichijou🤣 btw voice actornya asli orang jepang kah?,0.0,Wkwk jadi keinget nichijou🤣 btw voice actornya asli orang jepang kah?,Wkwk jadi keinget nichijou btw voice actornya asli orang jepang kah ,"['""Wkwk""', '""jadi""', '""keinget""', '""nichijou🤣""', '""btw""', '""voice""', '""actornya""', '""asli""', '""orang""', '""jepang""', '""kah""', '""?""']"
Siapa biarkan BNI memasak 🔥🔥🔥🔥,0.0,Siapa biarkan BNI memasak 🔥🔥🔥🔥,Siapa biarkan BNI memasak ,"['""Siapa""', '""biarkan""', '""BNI""', '""memasak""', '""🔥🔥🔥🔥""']"
"Appreciate buat BNI karena tidak pakai AI diantara banyak produk, lembaga, organisasi atau orang terkenal di indonesia malah pakai dan menormalisasi penggunaan AI untuk pembuatan karya 🥹👍",50.0,"Appreciate buat BNI karena tidak pakai AI diantara banyak produk, lembaga, organisasi atau orang terkenal di indonesia malah pakai dan menormalisasi penggunaan AI untuk pembuatan karya 🥹👍",Appreciate buat BNI karena tidak pakai AI diantara banyak produk lembaga organisasi atau orang terkenal di indonesia malah pakai dan menormalisasi penggunaan AI untuk pembuatan karya ,"['""Appreciate""', '""buat""', '""BNI""', '""karena""', '""tidak""', '""pakai""', '""AI""', '""diantara""', '""banyak""', '""produk""', '"",""', '""lembaga""', '"",""', '""organisasi""', '""atau""', '""orang""', '""terkenal""', '""di""', '""indonesia""', '""malah""', '""pakai""', '""dan""', '""menormalisasi""', '""penggunaan""', '""AI""', '""untuk""', '""pembuatan""', '""karya""', '""\U0001f979👍""']"
"pas adegan keluar toko, akunya respon ngangkat kedua lengan, eh charnya juga gitu wkwk",0.0,"pas adegan keluar toko, akunya respon ngangkat kedua lengan, eh charnya juga gitu wkwk",pas adegan keluar toko akunya respon ngangkat kedua lengan eh charnya juga gitu wkwk,"['""pas""', '""adegan""', '""keluar""', '""toko""', '"",""', '""akunya""', '""respon""', '""ngangkat""', '""kedua""', '""lengan""', '"",""', '""eh""', '""charnya""', '""juga""', '""gitu""', '""wkwk""']"
Blue Lock s2 aj lewat nih animasinya,0.0,Blue Lock s2 aj lewat nih animasinya,Blue Lock s aj lewat nih animasinya,"['""Blue""', '""Lock""', '""s2""', '""aj""', '""lewat""', '""nih""', '""animasinya""']"
Njir GGWP BNI bisa menjadi pionir dalam animasi advertising ndw kok stori ya related bet ama gw alami,0.0,Njir GGWP BNI bisa menjadi pionir dalam animasi advertising ndw kok stori ya related bet ama gw alami,Njir GGWP BNI bisa menjadi pionir dalam animasi advertising ndw kok stori ya related bet ama gw alami,"['""Njir""', '""GGWP""', '""BNI""', '""bisa""', '""menjadi""', '""pionir""', '""dalam""', '""animasi""', '""advertising""', '""ndw""', '""kok""', '""stori""', '""ya""', '""related""', '""bet""', '""ama""', '""gw""', '""alami""']"
Mana episode selanjutnya🗣🗣🗣🗣🔥🔥🔥🔥🔥,0.0,Mana episode selanjutnya🗣🗣🗣🗣🔥🔥🔥🔥🔥,Mana episode selanjutnya ,"['""Mana""', '""episode""', '""selanjutnya🗣🗣🗣🗣🔥🔥🔥🔥🔥""']"
Sekarang aku akan pakai BNI,0.0,Sekarang aku akan pakai BNI,Sekarang aku akan pakai BNI,"['""Sekarang""', '""aku""', '""akan""', '""pakai""', '""BNI""']"
Diliat dari thumbnail kirain yt gw error liat bni upload anime cut awkwkkwkwk,0.0,Diliat dari thumbnail kirain yt gw error liat bni upload anime cut awkwkkwkwk,Diliat dari thumbnail kirain yt gw error liat bni upload anime cut awkwkkwkwk,"['""Diliat""', '""dari""', '""thumbnail""', '""kirain""', '""yt""', '""gw""', '""error""', '""liat""', '""bni""', '""upload""', '""anime""', '""cut""', '""awkwkkwkwk""']"
Bni anime&gt;&gt;&gt;&gt;&gt;Blulok s2,0.0,Bni anime&gt;&gt;&gt;&gt;&gt;Blulok s2,Bni anime gt gt gt gt gt Blulok s ,"['""Bni""', '""anime""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""&""', '""gt""', '"";""', '""Blulok""', '""s2""']"
Mantep Fresh,0.0,Mantep Fresh,Mantep Fresh,"['""Mantep""', '""Fresh""']"
There&#39;s no way...rill cik 😂. Otw download,0.0,There&#39;s no way...rill cik 😂. Otw download,Theres no way rill cik Otw download,"['""There""', '""&""', '""#""', '""39""', '"";""', '""s""', '""no""', '""way""', '""...""', '""rill""', '""cik""', '""😂""', '"".""', '""Otw""', '""download""']"
njir BNI memasak cik,0.0,njir BNI memasak cik,njir BNI memasak cik,"['""njir""', '""BNI""', '""memasak""', '""cik""']"
BNI SEDANG MEMASAK 🔥🔥🔥🔥🔥🔥,0.0,BNI SEDANG MEMASAK 🔥🔥🔥🔥🔥🔥,BNI SEDANG MEMASAK ,"['""BNI""', '""SEDANG""', '""MEMASAK""', '""🔥🔥🔥🔥🔥🔥""']"
No way we get it guys 💀👍🔥,0.0,No way we get it guys 💀👍🔥,No way we get it guys ,"['""No""', '""way""', '""we""', '""get""', '""it""', '""guys""', '""💀👍🔥""']"
KEREN ANJIR ANIMENYA,0.0,KEREN ANJIR ANIMENYA,KEREN ANJIR ANIMENYA,"['""KEREN""', '""ANJIR""', '""ANIMENYA""']"
Mantap pertama kali buka rekening di BNI buat bayar uang kuliah😅😅,0.0,Mantap pertama kali buka rekening di BNI buat bayar uang kuliah😅😅,Mantap pertama kali buka rekening di BNI buat bayar uang kuliah ,"['""Mantap""', '""pertama""', '""kali""', '""buka""', '""rekening""', '""di""', '""BNI""', '""buat""', '""bayar""', '""uang""', '""kuliah😅😅""']"
"Wutdehel, KEREN KEREN🔥",0.0,"Wutdehel, KEREN KEREN🔥",Wutdehel KEREN KEREN ,"['""Wutdehel""', '"",""', '""KEREN""', '""KEREN🔥""']"
Keren-keren 😂😂,0.0,Keren-keren 😂😂,Keren keren ,"['""Keren-keren""', '""😂😂""']"
There’s no way we got a proper Anime before GTA 6 😭,0.0,There’s no way we got a proper Anime before GTA 6 😭,There s no way we got a proper Anime before GTA ,"['""There""', '""’""', '""s""', '""no""', '""way""', '""we""', '""got""', '""a""', '""proper""', '""Anime""', '""before""', '""GTA""', '""6""', '""😭""']"
"Sangat hebat, sungguh mantap, BNI sepertinya tahu bahwa wibu banyak yang kaya kaya , benar benar strategi bisnis yang hebat",0.0,"Sangat hebat, sungguh mantap, BNI sepertinya tahu bahwa wibu banyak yang kaya kaya , benar benar strategi bisnis yang hebat",Sangat hebat sungguh mantap BNI sepertinya tahu bahwa wibu banyak yang kaya kaya benar benar strategi bisnis yang hebat,"['""Sangat""', '""hebat""', '"",""', '""sungguh""', '""mantap""', '"",""', '""BNI""', '""sepertinya""', '""tahu""', '""bahwa""', '""wibu""', '""banyak""', '""yang""', '""kaya""', '""kaya""', '"",""', '""benar""', '""benar""', '""strategi""', '""bisnis""', '""yang""', '""hebat""']"
OTW buka rekening BNI 🗣️,6.0,OTW buka rekening BNI 🗣️,OTW buka rekening BNI ,"['""OTW""', '""buka""', '""rekening""', '""BNI""', '""🗣️""']"
Absolute Cinema 🙌😊,0.0,Absolute Cinema 🙌😊,Absolute Cinema ,"['""Absolute""', '""Cinema""', '""🙌😊""']"
"Teknik marketing nya boleh juga , tau aja salah satu ras terkuat di bumi tuh wibu 😂😂",0.0,"Teknik marketing nya boleh juga , tau aja salah satu ras terkuat di bumi tuh wibu 😂😂",Teknik marketing nya boleh juga tau aja salah satu ras terkuat di bumi tuh wibu ,"['""Teknik""', '""marketing""', '""nya""', '""boleh""', '""juga""', '"",""', '""tau""', '""aja""', '""salah""', '""satu""', '""ras""', '""terkuat""', '""di""', '""bumi""', '""tuh""', '""wibu""', '""😂😂""']"
Jadi kapan nih full season 1nya? 😂,0.0,Jadi kapan nih full season 1nya? 😂,Jadi kapan nih full season nya ,"['""Jadi""', '""kapan""', '""nih""', '""full""', '""season""', '""1nya""', '""?""', '""😂""']"
"BNI, N nya Nichijou kah mint?",1.0,"BNI, N nya Nichijou kah mint?",BNI N nya Nichijou kah mint ,"['""BNI""', '"",""', '""N""', '""nya""', '""Nichijou""', '""kah""', '""mint""', '""?""']"
wkwkwkwk,0.0,wkwkwkwk,wkwkwkwk,"['""wkwkwkwk""']"
Bung apa apaan ini bung🔥🔥,0.0,Bung apa apaan ini bung🔥🔥,Bung apa apaan ini bung ,"['""Bung""', '""apa""', '""apaan""', '""ini""', '""bung🔥🔥""']"
waahh iklannya keren...,0.0,waahh iklannya keren...,waahh iklannya keren ,"['""waahh""', '""iklannya""', '""keren""', '""...""']"
Spectacular,0.0,Spectacular,Spectacular,"['""Spectacular""']"
"Ain&#39;t no way brother, BNI buat anime?!?!",0.0,"Ain&#39;t no way brother, BNI buat anime?!?!",Aint no way brother BNI buat anime ,"['""Ain""', '""&""', '""#""', '""39""', '"";""', '""t""', '""no""', '""way""', '""brother""', '"",""', '""BNI""', '""buat""', '""anime""', '""?""', '""!""', '""?""', '""!""']"
"yoooo bni 🤣🤣🤣,tinggal bikin eps aja nih",0.0,"yoooo bni 🤣🤣🤣,tinggal bikin eps aja nih",yoooo bni tinggal bikin eps aja nih,"['""yoooo""', '""bni""', '""🤣🤣🤣""', '"",""', '""tinggal""', '""bikin""', '""eps""', '""aja""', '""nih""']"
Epic weh endingnya XD,0.0,Epic weh endingnya XD,Epic weh endingnya XD,"['""Epic""', '""weh""', '""endingnya""', '""XD""']"
Lah... Tiba-tiba nongol di beranda wkwk,0.0,Lah... Tiba-tiba nongol di beranda wkwk,Lah Tiba tiba nongol di beranda wkwk,"['""Lah""', '""...""', '""Tiba-tiba""', '""nongol""', '""di""', '""beranda""', '""wkwk""']"
BNI SEDANG MEMASAK🗣️🔥🔥💯,0.0,BNI SEDANG MEMASAK🗣️🔥🔥💯,BNI SEDANG MEMASAK ,"['""BNI""', '""SEDANG""', '""MEMASAK🗣️🔥🔥💯""']"
auto download apps wondr,0.0,auto download apps wondr,auto download apps wondr,"['""auto""', '""download""', '""apps""', '""wondr""']"
giri giri seffu,0.0,giri giri seffu,giri giri seffu,"['""giri""', '""giri""', '""seffu""']"
"wut da hell, emang boleh se cunny ini 😭😭😭",0.0,"wut da hell, emang boleh se cunny ini 😭😭😭",wut da hell emang boleh se cunny ini ,"['""wut""', '""da""', '""hell""', '"",""', '""emang""', '""boleh""', '""se""', '""cunny""', '""ini""', '""😭😭😭""']"
"BNI WIBU, semua akan wibu pada waktunya<br><br>BMKG dah, sekarang BNI <br>ditunggu yg lain",0.0,"BNI WIBU, semua akan wibu pada waktunya<br><br>BMKG dah, sekarang BNI <br>ditunggu yg lain",BNI WIBU semua akan wibu pada waktunyaBMKG dah sekarang BNI ditunggu yg lain,"['""BNI""', '""WIBU""', '"",""', '""semua""', '""akan""', '""wibu""', '""pada""', '""waktunya""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""BMKG""', '""dah""', '"",""', '""sekarang""', '""BNI""', '""<""', '""br""', '"">""', '""ditunggu""', '""yg""', '""lain""']"
"Min, BNI Wondr bisa lanjut garap Blue lock s2 gak?",0.0,"Min, BNI Wondr bisa lanjut garap Blue lock s2 gak?",Min BNI Wondr bisa lanjut garap Blue lock s gak ,"['""Min""', '"",""', '""BNI""', '""Wondr""', '""bisa""', '""lanjut""', '""garap""', '""Blue""', '""lock""', '""s2""', '""gak""', '""?""']"
Kawai banget ya,0.0,Kawai banget ya,Kawai banget ya,"['""Kawai""', '""banget""', '""ya""']"
kerenn le animasinya,0.0,kerenn le animasinya,kerenn le animasinya,"['""kerenn""', '""le""', '""animasinya""']"
WOW COOOLLLLL,0.0,WOW COOOLLLLL,WOW COOOLLLLL,"['""WOW""', '""COOOLLLLL""']"
Mantap minnn😂😂,0.0,Mantap minnn😂😂,Mantap minnn ,"['""Mantap""', '""minnn😂😂""']"
bni 1-0 genshin,0.0,bni 1-0 genshin,bni genshin,"['""bni""', '""1-0""', '""genshin""']"
Yokataaa! Ojisan saigoooo!,0.0,Yokataaa! Ojisan saigoooo!,Yokataaa Ojisan saigoooo ,"['""Yokataaa""', '""!""', '""Ojisan""', '""saigoooo""', '""!""']"
Bni memasak sebelum gta 6 rilis,0.0,Bni memasak sebelum gta 6 rilis,Bni memasak sebelum gta rilis,"['""Bni""', '""memasak""', '""sebelum""', '""gta""', '""6""', '""rilis""']"
"Damn, that&#39;s good ❤",0.0,"Damn, that&#39;s good ❤",Damn thats good ,"['""Damn""', '"",""', '""that""', '""&""', '""#""', '""39""', '"";""', '""s""', '""good""', '""❤""']"
ini keren banget 👏🏻👏🏻,0.0,ini keren banget 👏🏻👏🏻,ini keren banget ,"['""ini""', '""keren""', '""banget""', '""👏🏻👏🏻""']"
golill BNI (Bank Nichijou Indonesia) wkwk,0.0,golill BNI (Bank Nichijou Indonesia) wkwk,golill BNI Bank Nichijou Indonesia wkwk,"['""golill""', '""BNI""', '""(""', '""Bank""', '""Nichijou""', '""Indonesia""', '"")""', '""wkwk""']"
di tunggu next episode nya,0.0,di tunggu next episode nya,di tunggu next episode nya,"['""di""', '""tunggu""', '""next""', '""episode""', '""nya""']"
Gemes animasinya lucu dan dramatis berasa nichijou wkwkkwk😂,0.0,Gemes animasinya lucu dan dramatis berasa nichijou wkwkkwk😂,Gemes animasinya lucu dan dramatis berasa nichijou wkwkkwk ,"['""Gemes""', '""animasinya""', '""lucu""', '""dan""', '""dramatis""', '""berasa""', '""nichijou""', '""wkwkkwk😂""']"
Ini pengisi suaranya orang indo kah?,0.0,Ini pengisi suaranya orang indo kah?,Ini pengisi suaranya orang indo kah ,"['""Ini""', '""pengisi""', '""suaranya""', '""orang""', '""indo""', '""kah""', '""?""']"
🗣️KITA DAPAT IKLAN ANIME BNI SEBELUM GTA 6🔥🔥🔥,0.0,🗣️KITA DAPAT IKLAN ANIME BNI SEBELUM GTA 6🔥🔥🔥, KITA DAPAT IKLAN ANIME BNI SEBELUM GTA ,"['""🗣️KITA""', '""DAPAT""', '""IKLAN""', '""ANIME""', '""BNI""', '""SEBELUM""', '""GTA""', '""6🔥🔥🔥""']"
di tunggu season 1 full 12 episode,0.0,di tunggu season 1 full 12 episode,di tunggu season full episode,"['""di""', '""tunggu""', '""season""', '""1""', '""full""', '""12""', '""episode""']"
"bolehlah nih iklan seperti ini dibanyakin, wkwk mantap dan kocak bgt..",0.0,"bolehlah nih iklan seperti ini dibanyakin, wkwk mantap dan kocak bgt..",bolehlah nih iklan seperti ini dibanyakin wkwk mantap dan kocak bgt ,"['""bolehlah""', '""nih""', '""iklan""', '""seperti""', '""ini""', '""dibanyakin""', '"",""', '""wkwk""', '""mantap""', '""dan""', '""kocak""', '""bgt""', '""..""']"
