reviews.rating,primaryCategories_Accommodation & Food Services,primaryCategories_Arts Entertainment & Recreation,"primaryCategories_Healthcare & Social Assistance,Accommodation & Food Services",primaryCategories_Utilities,"primaryCategories_Wholesale Trade,Accommodation & Food Services"
-2.0227327228866314,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
-0.1962352641606431,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,-10.954451150103324,-0.037139067635410375,13.435028842544401,0.0,-0.03713906763541039
0.717013465202351,-10.954451150103324,-0.037139067635410375,13.435028842544401,0.0,-0.03713906763541039
0.717013465202351,-10.954451150103324,-0.037139067635410375,13.435028842544401,0.0,-0.03713906763541039
0.717013465202351,-10.954451150103324,-0.037139067635410375,13.435028842544401,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
-0.1962352641606431,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
-0.1962352641606431,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
0.717013465202351,0.09128709291752739,-0.037139067635410375,-0.07443229275647868,0.0,-0.03713906763541039
